,Series_Title,Bag_of_Word,Bag_of_Word_stem,Bag_of_Word_lema,Top 5 stem,Top 5 lema
464,Dil Bechara,emotional journey two hopelessly love youngsters young girl kizie suffering cancer boy manny meets support group emotional journey two hopelessly love youngsters young girl kizie suffering cancer boy manny meets support group comedy drama romance mukesh chhabra sushant singh rajput sanjana sanghi sahil vaid saswata chatterjee,emot journey two hopelessli love youngster young girl kizi suffer cancer boy manni meet support group emot journey two hopelessli love youngster young girl kizi suffer cancer boy manni meet support group comedi drama romanc mukesh chhabra sushant singh rajput sanjana sanghi sahil vaid saswata chatterje,emotional journey two hopelessly love youngsters young girl kizie suffer cancer boy manny meet support group emotional journey two hopelessly love youngsters young girl kizie suffer cancer boy manny meet support group comedy drama romance mukesh chhabra sushant singh rajput sanjana sanghi sahil vaid saswata chatterjee,"[518, 731, 388, 475, 793]","[518, 731, 475, 793, 487]"
465,Manbiki kazoku,family smalltime crooks take child find outside cold family smalltime crooks take child find outside cold crime drama hirokazu koreeda lily franky sakura andô kirin kiki mayu matsuoka,famili smalltim crook take child find outsid cold famili smalltim crook take child find outsid cold crime drama hirokazu koreeda lili franki sakura andô kirin kiki mayu matsuoka,family smalltime crook take child find outside cold family smalltime crook take child find outside cold crime drama hirokazu koreeda lily franky sakura andô kirin kiki mayu matsuoka,"[974, 87, 888, 521, 605]","[974, 87, 136, 888, 521]"
466,Marriage Story,noah baumbachs incisive compassionate look marriage breaking family staying together noah baumbachs incisive compassionate look marriage breaking family staying together comedy drama romance noah baumbach adam driver scarlett johansson julia greer azhy robertson,noah baumbach incis compassion look marriag break famili stay togeth noah baumbach incis compassion look marriag break famili stay togeth comedi drama romanc noah baumbach adam driver scarlett johansson julia greer azhi robertson,noah baumbachs incisive compassionate look marriage break family stay together noah baumbachs incisive compassionate look marriage break family stay together comedy drama romance noah baumbach adam driver scarlett johansson julia greer azhy robertson,"[504, 137, 87, 259, 887]","[137, 87, 259, 504, 887]"
467,Call Me by Your Name,italy romance blossoms seventeenyearold student older man hired fathers research assistant italy romance blossoms seventeenyearold student older man hired fathers research assistant drama romance luca guadagnino armie hammer timothée chalamet michael stuhlbarg amira casar,itali romanc blossom seventeenyearold student older man hire father research assist itali romanc blossom seventeenyearold student older man hire father research assist drama romanc luca guadagnino armi hammer timothé chalamet michael stuhlbarg amira casar,italy romance blossom seventeenyearold student older man hire father research assistant italy romance blossom seventeenyearold student older man hire father research assistant drama romance luca guadagnino armie hammer timothée chalamet michael stuhlbarg amira casar,"[117, 314, 201, 619, 122]","[117, 314, 201, 619, 122]"
468,"I, Daniel Blake",suffered heartattack yearold carpenter must fight bureaucratic forces system order receive employment support allowance suffered heartattack yearold carpenter must fight bureaucratic forces system order receive employment support allowance drama ken loach laura obiols dave johns hayley squires sharon percy,suffer heartattack yearold carpent must fight bureaucrat forc system order receiv employ support allow suffer heartattack yearold carpent must fight bureaucrat forc system order receiv employ support allow drama ken loach laura obiol dave john hayley squir sharon perci,suffer heartattack yearold carpenter must fight bureaucratic force system order receive employment support allowance suffer heartattack yearold carpenter must fight bureaucratic force system order receive employment support allowance drama ken loach laura obiols dave johns hayley squire sharon percy,"[457, 928, 353, 233, 788]","[928, 353, 233, 457, 788]"
469,Isle of Dogs,set japan isle dogs follows boys odyssey search lost dog set japan isle dogs follows boys odyssey search lost dog animation adventure comedy wes anderson bryan cranston koyu rankin edward norton bob balaban,set japan isl dog follow boy odyssey search lost dog set japan isl dog follow boy odyssey search lost dog anim adventur comedi we anderson bryan cranston koyu rankin edward norton bob balaban,set japan isle dog follow boys odyssey search lose dog set japan isle dog follow boys odyssey search lose dog animation adventure comedy wes anderson bryan cranston koyu rankin edward norton bob balaban,"[328, 228, 409, 46, 480]","[328, 228, 480, 323, 881]"
470,Hunt for the Wilderpeople,national manhunt ordered rebellious kid foster uncle go missing wild new zealand bush national manhunt ordered rebellious kid foster uncle go missing wild new zealand bush adventure comedy drama taika waititi sam neill julian dennison rima te wiata rachel house,nation manhunt order rebelli kid foster uncl go miss wild new zealand bush nation manhunt order rebelli kid foster uncl go miss wild new zealand bush adventur comedi drama taika waititi sam neill julian dennison rima te wiata rachel hous,national manhunt order rebellious kid foster uncle go miss wild new zealand bush national manhunt order rebellious kid foster uncle go miss wild new zealand bush adventure comedy drama taika waititi sam neill julian dennison rima te wiata rachel house,"[100, 660, 868, 286, 222]","[100, 660, 878, 868, 899]"
471,Captain Fantastic,forests pacific northwest father devoted raising six kids rigorous physical intellectual education forced leave paradise enter world challenging idea means parent forests pacific northwest father devoted raising six kids rigorous physical intellectual education forced leave paradise enter world challenging idea means parent comedy drama matt ross viggo mortensen george mackay samantha isler annalise basso,forest pacif northwest father devot rais six kid rigor physic intellectu educ forc leav paradis enter world challeng idea mean parent forest pacif northwest father devot rais six kid rigor physic intellectu educ forc leav paradis enter world challeng idea mean parent comedi drama matt ross viggo mortensen georg mackay samantha isler annalis basso,forest pacific northwest father devote raise six kid rigorous physical intellectual education force leave paradise enter world challenge idea mean parent forest pacific northwest father devote raise six kid rigorous physical intellectual education force leave paradise enter world challenge idea mean parent comedy drama matt ross viggo mortensen george mackay samantha isler annalise basso,"[791, 351, 741, 461, 201]","[791, 351, 741, 461, 404]"
472,Sing Street,boy growing dublin escapes strained family life starting band impress mysterious girl likes boy growing dublin escapes strained family life starting band impress mysterious girl likes comedy drama music john carney ferdia walshpeelo aidan gillen maria doyle kennedy jack reynor,boy grow dublin escap strain famili life start band impress mysteri girl like boy grow dublin escap strain famili life start band impress mysteri girl like comedi drama music john carney ferdia walshpeelo aidan gillen maria doyl kennedi jack reynor,boy grow dublin escape strain family life start band impress mysterious girl like boy grow dublin escape strain family life start band impress mysterious girl like comedy drama music john carney ferdia walshpeelo aidan gillen maria doyle kennedy jack reynor,"[249, 913, 763, 794, 358]","[913, 763, 794, 358, 639]"
473,Thor: Ragnarok,imprisoned planet sakaar thor must race time return asgard stop ragnarök destruction world hands powerful ruthless villain hela imprisoned planet sakaar thor must race time return asgard stop ragnarök destruction world hands powerful ruthless villain hela action adventure comedy taika waititi chris hemsworth tom hiddleston cate blanchett mark ruffalo,imprison planet sakaar thor must race time return asgard stop ragnarök destruct world hand power ruthless villain hela imprison planet sakaar thor must race time return asgard stop ragnarök destruct world hand power ruthless villain hela action adventur comedi taika waititi chri hemsworth tom hiddleston cate blanchett mark ruffalo,imprison planet sakaar thor must race time return asgard stop ragnarök destruction world hand powerful ruthless villain hela imprison planet sakaar thor must race time return asgard stop ragnarök destruction world hand powerful ruthless villain hela action adventure comedy taika waititi chris hemsworth tom hiddleston cate blanchett mark ruffalo,"[755, 60, 339, 725, 393]","[755, 60, 339, 725, 393]"
